Executing...
0:								; Instruction Result: 0
1:	MUL 117 * 325 == 38025							; Instruction Result: 38025
82:	MUL 148 * 162 == 23976							; Instruction Result: 23976
83:	MUL 851 * 438 == 372738							; Instruction Result: 372738
84:	MUL 318 * 433 == 137694							; Instruction Result: 137694
85:	MUL 334 * 691 == 230794							; Instruction Result: 230794
86:	MUL 16 * 725 == 11600							; Instruction Result: 11600
87:	MUL 302 * 212 == 64024							; Instruction Result: 64024
88:	MUL 749 * 290 == 217210							; Instruction Result: 217210
89:	MUL 438 * 485 == 212430							; Instruction Result: 212430
90:	MUL 155 * 334 == 51770							; Instruction Result: 51770
91:	MUL 563 * 825 == 464475							; Instruction Result: 464475
92:	MUL 40 * 124 == 4960							; Instruction Result: 4960
93:	MUL 899 * 517 == 464783							; Instruction Result: 464783
94:	MUL 343 * 252 == 86436							; Instruction Result: 86436
95:	MUL 72 * 213 == 15336							; Instruction Result: 15336
96:	MUL 935 * 677 == 632995							; Instruction Result: 632995
97:	MUL 418 * 773 == 323114							; Instruction Result: 323114
98:	MUL 299 * 393 == 117507							; Instruction Result: 117507
99:	MUL 235 * 99 == 23265							; Instruction Result: 23265
100:	MUL 755 * 736 == 555680							; Instruction Result: 555680
101:	MUL 959 * 630 == 604170							; Instruction Result: 604170
102:	MUL 390 * 582 == 226980							; Instruction Result: 226980
103:	MUL 447 * 741 == 331227							; Instruction Result: 331227
104:	MUL 856 * 87 == 74472							; Instruction Result: 74472
105:	MUL 619 * 939 == 581241							; Instruction Result: 581241
106:	MUL 237 * 787 == 186519							; Instruction Result: 186519
107:	MUL 748 * 973 == 727804							; Instruction Result: 727804
108:	MUL 61 * 599 == 36539							; Instruction Result: 36539
109:	MUL 545 * 911 == 496495							; Instruction Result: 496495
110:	MUL 145 * 677 == 98165							; Instruction Result: 98165
111:	MUL 71 * 580 == 41180							; Instruction Result: 41180
112:	MUL 989 * 226 == 223514							; Instruction Result: 223514
113:	MUL 649 * 981 == 636669							; Instruction Result: 636669
114:	MUL 384 * 957 == 367488							; Instruction Result: 367488
115:	MUL 90 * 741 == 66690							; Instruction Result: 66690
116:	MUL 874 * 34 == 29716							; Instruction Result: 29716
117:	MUL 597 * 301 == 179697							; Instruction Result: 179697
118:	MUL 874 * 920 == 804080							; Instruction Result: 804080
119:	MUL 720 * 444 == 319680							; Instruction Result: 319680
120:	DISABLE							; Instruction Result: 0
121:	SKIP MUL 369 * 122 == 45018							; Instruction Result: 0
122:	SKIP MUL 323 * 653 == 210919							; Instruction Result: 0
123:	DISABLE							; Instruction Result: 0
124:	SKIP MUL 22 * 35 == 770							; Instruction Result: 0
125:	SKIP MUL 361 * 680 == 245480							; Instruction Result: 0
126:	SKIP MUL 957 * 696 == 666072							; Instruction Result: 0
127:	SKIP MUL 486 * 390 == 189540							; Instruction Result: 0
128:	SKIP MUL 904 * 888 == 802752							; Instruction Result: 0
129:	SKIP MUL 121 * 356 == 43076							; Instruction Result: 0
130:	SKIP MUL 286 * 496 == 141856							; Instruction Result: 0
131:	SKIP MUL 795 * 126 == 100170							; Instruction Result: 0
132:	DISABLE							; Instruction Result: 0
133:	SKIP MUL 274 * 833 == 228242							; Instruction Result: 0
134:	SKIP MUL 751 * 302 == 226802							; Instruction Result: 0
135:	SKIP MUL 706 * 87 == 61422							; Instruction Result: 0
136:	SKIP MUL 783 * 984 == 770472							; Instruction Result: 0
137:	SKIP MUL 168 * 887 == 149016							; Instruction Result: 0
138:	SKIP MUL 750 * 257 == 192750							; Instruction Result: 0
139:	SKIP MUL 392 * 217 == 85064							; Instruction Result: 0
140:	SKIP MUL 990 * 616 == 609840							; Instruction Result: 0
141:	SKIP MUL 580 * 340 == 197200							; Instruction Result: 0
142:	SKIP MUL 674 * 55 == 37070							; Instruction Result: 0
143:	SKIP MUL 697 * 276 == 192372							; Instruction Result: 0
144:	SKIP MUL 7 * 647 == 4529							; Instruction Result: 0
145:	DISABLE							; Instruction Result: 0
146:	SKIP MUL 134 * 95 == 12730							; Instruction Result: 0
147:	SKIP MUL 342 * 16 == 5472							; Instruction Result: 0
148:	SKIP MUL 349 * 74 == 25826							; Instruction Result: 0
149:	SKIP MUL 201 * 421 == 84621							; Instruction Result: 0
150:	SKIP MUL 225 * 997 == 224325							; Instruction Result: 0
151:	SKIP MUL 596 * 977 == 582292							; Instruction Result: 0
152:	SKIP MUL 62 * 3 == 186							; Instruction Result: 0
153:	SKIP MUL 71 * 292 == 20732							; Instruction Result: 0
154:	SKIP MUL 174 * 534 == 92916							; Instruction Result: 0
155:	SKIP MUL 632 * 674 == 425968							; Instruction Result: 0
156:	SKIP MUL 171 * 886 == 151506							; Instruction Result: 0
157:	SKIP MUL 377 * 649 == 244673							; Instruction Result: 0
158:	SKIP MUL 486 * 49 == 23814							; Instruction Result: 0
159:	SKIP MUL 189 * 478 == 90342							; Instruction Result: 0
160:	SKIP MUL 501 * 233 == 116733							; Instruction Result: 0
161:	SKIP MUL 950 * 491 == 466450							; Instruction Result: 0
162:	SKIP MUL 802 * 155 == 124310							; Instruction Result: 0
163:	SKIP MUL 656 * 363 == 238128							; Instruction Result: 0
164:	SKIP MUL 290 * 337 == 97730							; Instruction Result: 0
165:	SKIP MUL 51 * 638 == 32538							; Instruction Result: 0
166:	SKIP MUL 87 * 608 == 52896							; Instruction Result: 0
167:	SKIP MUL 116 * 583 == 67628							; Instruction Result: 0
168:	SKIP MUL 934 * 503 == 469802							; Instruction Result: 0
169:	SKIP MUL 458 * 43 == 19694							; Instruction Result: 0
170:	SKIP MUL 61 * 244 == 14884							; Instruction Result: 0
171:	SKIP MUL 179 * 386 == 69094							; Instruction Result: 0
172:	DISABLE							; Instruction Result: 0
173:	SKIP MUL 310 * 95 == 29450							; Instruction Result: 0
174:	ENABLE							; Instruction Result: 0
175:	MUL 199 * 244 == 48556							; Instruction Result: 48556
176:	ENABLE							; Instruction Result: 0
177:	MUL 715 * 542 == 387530							; Instruction Result: 387530
178:	MUL 243 * 209 == 50787							; Instruction Result: 50787
179:	MUL 235 * 191 == 44885							; Instruction Result: 44885
180:	MUL 204 * 446 == 90984							; Instruction Result: 90984
181:	MUL 739 * 161 == 118979							; Instruction Result: 118979
182:	MUL 606 * 959 == 581154							; Instruction Result: 581154
183:	MUL 941 * 267 == 251247							; Instruction Result: 251247
184:	MUL 942 * 63 == 59346							; Instruction Result: 59346
185:	ENABLE							; Instruction Result: 0
186:	MUL 843 * 484 == 408012							; Instruction Result: 408012
187:	DISABLE							; Instruction Result: 0
188:	SKIP MUL 564 * 526 == 296664							; Instruction Result: 0
189:	SKIP MUL 622 * 540 == 335880							; Instruction Result: 0
190:	SKIP MUL 400 * 561 == 224400							; Instruction Result: 0
191:	DISABLE							; Instruction Result: 0
192:	SKIP MUL 64 * 295 == 18880							; Instruction Result: 0
193:	SKIP MUL 239 * 553 == 132167							; Instruction Result: 0
194:	SKIP MUL 238 * 969 == 230622							; Instruction Result: 0
195:	SKIP MUL 454 * 343 == 155722							; Instruction Result: 0
196:	SKIP MUL 390 * 586 == 228540							; Instruction Result: 0
197:	SKIP MUL 74 * 208 == 15392							; Instruction Result: 0
198:	SKIP MUL 230 * 839 == 192970							; Instruction Result: 0
199:	DISABLE							; Instruction Result: 0
200:	SKIP MUL 206 * 499 == 102794							; Instruction Result: 0
201:	SKIP MUL 484 * 803 == 388652							; Instruction Result: 0
202:	SKIP MUL 740 * 39 == 28860							; Instruction Result: 0
203:	SKIP MUL 27 * 646 == 17442							; Instruction Result: 0
204:	SKIP MUL 993 * 84 == 83412							; Instruction Result: 0
205:	SKIP MUL 184 * 126 == 23184							; Instruction Result: 0
206:	SKIP MUL 890 * 36 == 32040							; Instruction Result: 0
207:	SKIP MUL 495 * 836 == 413820							; Instruction Result: 0
208:	SKIP MUL 486 * 448 == 217728							; Instruction Result: 0
209:	SKIP MUL 726 * 802 == 582252							; Instruction Result: 0
210:	SKIP MUL 713 * 282 == 201066							; Instruction Result: 0
211:	SKIP MUL 369 * 778 == 287082							; Instruction Result: 0
212:	SKIP MUL 645 * 582 == 375390							; Instruction Result: 0
213:	SKIP MUL 646 * 390 == 251940							; Instruction Result: 0
214:	ENABLE							; Instruction Result: 0
215:	MUL 783 * 801 == 627183							; Instruction Result: 627183
216:	MUL 393 * 573 == 225189							; Instruction Result: 225189
217:	MUL 920 * 302 == 277840							; Instruction Result: 277840
218:	MUL 679 * 329 == 223391							; Instruction Result: 223391
219:	MUL 833 * 762 == 634746							; Instruction Result: 634746
220:	MUL 585 * 568 == 332280							; Instruction Result: 332280
221:	MUL 698 * 887 == 619126							; Instruction Result: 619126
222:	ENABLE							; Instruction Result: 0
223:	MUL 713 * 408 == 290904							; Instruction Result: 290904
224:	MUL 15 * 92 == 1380							; Instruction Result: 1380
225:	MUL 841 * 490 == 412090							; Instruction Result: 412090
226:	ENABLE							; Instruction Result: 0
227:	MUL 124 * 658 == 81592							; Instruction Result: 81592
228:	MUL 991 * 749 == 742259							; Instruction Result: 742259
229:	MUL 746 * 929 == 693034							; Instruction Result: 693034
230:	MUL 954 * 543 == 518022							; Instruction Result: 518022
231:	MUL 607 * 408 == 247656							; Instruction Result: 247656
232:	MUL 465 * 49 == 22785							; Instruction Result: 22785
233:	MUL 935 * 437 == 408595							; Instruction Result: 408595
234:	DISABLE							; Instruction Result: 0
235:	SKIP MUL 509 * 38 == 19342							; Instruction Result: 0
236:	SKIP MUL 980 * 337 == 330260							; Instruction Result: 0
237:	ENABLE							; Instruction Result: 0
238:	MUL 536 * 465 == 249240							; Instruction Result: 249240
239:	MUL 534 * 315 == 168210							; Instruction Result: 168210
240:	ENABLE							; Instruction Result: 0
241:	MUL 644 * 668 == 430192							; Instruction Result: 430192
242:	MUL 324 * 603 == 195372							; Instruction Result: 195372
243:	ENABLE							; Instruction Result: 0
244:	MUL 153 * 26 == 3978							; Instruction Result: 3978
245:	MUL 186 * 252 == 46872							; Instruction Result: 46872
246:	MUL 405 * 534 == 216270							; Instruction Result: 216270
247:	MUL 996 * 519 == 516924							; Instruction Result: 516924
248:	DISABLE							; Instruction Result: 0
249:	SKIP MUL 426 * 711 == 302886							; Instruction Result: 0
250:	SKIP MUL 89 * 834 == 74226							; Instruction Result: 0
251:	SKIP MUL 330 * 473 == 156090							; Instruction Result: 0
252:	SKIP MUL 729 * 170 == 123930							; Instruction Result: 0
253:	SKIP MUL 136 * 171 == 23256							; Instruction Result: 0
254:	SKIP MUL 650 * 140 == 91000							; Instruction Result: 0
255:	SKIP MUL 215 * 81 == 17415							; Instruction Result: 0
256:	SKIP MUL 2 * 321 == 642							; Instruction Result: 0
257:	SKIP MUL 347 * 382 == 132554							; Instruction Result: 0
258:	SKIP MUL 517 * 832 == 430144							; Instruction Result: 0
259:	SKIP MUL 179 * 869 == 155551							; Instruction Result: 0
260:	ENABLE							; Instruction Result: 0
261:	MUL 659 * 454 == 299186							; Instruction Result: 299186
262:	MUL 10 * 165 == 1650							; Instruction Result: 1650
263:	MUL 422 * 149 == 62878							; Instruction Result: 62878
264:	MUL 842 * 666 == 560772							; Instruction Result: 560772
265:	MUL 884 * 29 == 25636							; Instruction Result: 25636
266:	MUL 443 * 833 == 369019							; Instruction Result: 369019
267:	MUL 248 * 50 == 12400							; Instruction Result: 12400
268:	MUL 816 * 74 == 60384							; Instruction Result: 60384
269:	MUL 287 * 583 == 167321							; Instruction Result: 167321
270:	MUL 916 * 265 == 242740							; Instruction Result: 242740
271:	MUL 565 * 495 == 279675							; Instruction Result: 279675
272:	MUL 391 * 534 == 208794							; Instruction Result: 208794
273:	MUL 222 * 430 == 95460							; Instruction Result: 95460
274:	MUL 812 * 448 == 363776							; Instruction Result: 363776
275:	MUL 339 * 529 == 179331							; Instruction Result: 179331
276:	MUL 346 * 750 == 259500							; Instruction Result: 259500
277:	MUL 274 * 115 == 31510							; Instruction Result: 31510
278:	MUL 827 * 676 == 559052							; Instruction Result: 559052
279:	MUL 726 * 201 == 145926							; Instruction Result: 145926
280:	MUL 957 * 551 == 527307							; Instruction Result: 527307
281:	MUL 693 * 392 == 271656							; Instruction Result: 271656
282:	MUL 163 * 738 == 120294							; Instruction Result: 120294
283:	MUL 928 * 181 == 167968							; Instruction Result: 167968
284:	MUL 490 * 341 == 167090							; Instruction Result: 167090
285:	MUL 79 * 842 == 66518							; Instruction Result: 66518
286:	MUL 118 * 744 == 87792							; Instruction Result: 87792
287:	ENABLE							; Instruction Result: 0
288:	MUL 150 * 59 == 8850							; Instruction Result: 8850
289:	MUL 123 * 997 == 122631							; Instruction Result: 122631
290:	MUL 996 * 553 == 550788							; Instruction Result: 550788
291:	MUL 799 * 235 == 187765							; Instruction Result: 187765
292:	MUL 450 * 165 == 74250							; Instruction Result: 74250
293:	MUL 416 * 829 == 344864							; Instruction Result: 344864
294:	MUL 681 * 77 == 52437							; Instruction Result: 52437
295:	MUL 566 * 968 == 547888							; Instruction Result: 547888
296:	MUL 320 * 701 == 224320							; Instruction Result: 224320
297:	MUL 84 * 690 == 57960							; Instruction Result: 57960
298:	MUL 523 * 218 == 114014							; Instruction Result: 114014
299:	MUL 975 * 325 == 316875							; Instruction Result: 316875
300:	MUL 555 * 711 == 394605							; Instruction Result: 394605
301:	DISABLE							; Instruction Result: 0
302:	SKIP MUL 963 * 600 == 577800							; Instruction Result: 0
303:	SKIP MUL 754 * 527 == 397358							; Instruction Result: 0
304:	SKIP MUL 589 * 630 == 371070							; Instruction Result: 0
305:	SKIP MUL 454 * 523 == 237442							; Instruction Result: 0
306:	SKIP MUL 117 * 299 == 34983							; Instruction Result: 0
307:	SKIP MUL 682 * 981 == 669042							; Instruction Result: 0
308:	SKIP MUL 918 * 918 == 842724							; Instruction Result: 0
309:	SKIP MUL 529 * 521 == 275609							; Instruction Result: 0
310:	SKIP MUL 29 * 4 == 116							; Instruction Result: 0
311:	SKIP MUL 922 * 126 == 116172							; Instruction Result: 0
312:	SKIP MUL 156 * 757 == 118092							; Instruction Result: 0
313:	SKIP MUL 582 * 926 == 538932							; Instruction Result: 0
314:	SKIP MUL 729 * 833 == 607257							; Instruction Result: 0
315:	SKIP MUL 455 * 185 == 84175							; Instruction Result: 0
316:	SKIP MUL 494 * 904 == 446576							; Instruction Result: 0
317:	SKIP MUL 701 * 981 == 687681							; Instruction Result: 0
318:	SKIP MUL 43 * 116 == 4988							; Instruction Result: 0
319:	SKIP MUL 33 * 461 == 15213							; Instruction Result: 0
320:	SKIP MUL 269 * 237 == 63753							; Instruction Result: 0
321:	SKIP MUL 865 * 880 == 761200							; Instruction Result: 0
322:	DISABLE							; Instruction Result: 0
323:	SKIP MUL 259 * 423 == 109557							; Instruction Result: 0
324:	SKIP MUL 438 * 59 == 25842							; Instruction Result: 0
325:	SKIP MUL 623 * 454 == 282842							; Instruction Result: 0
326:	SKIP MUL 54 * 758 == 40932							; Instruction Result: 0
327:	ENABLE							; Instruction Result: 0
328:	MUL 156 * 345 == 53820							; Instruction Result: 53820
329:	MUL 296 * 979 == 289784							; Instruction Result: 289784
330:	MUL 207 * 298 == 61686							; Instruction Result: 61686
331:	MUL 240 * 552 == 132480							; Instruction Result: 132480
332:	MUL 434 * 728 == 315952							; Instruction Result: 315952
333:	MUL 314 * 103 == 32342							; Instruction Result: 32342
334:	MUL 278 * 666 == 185148							; Instruction Result: 185148
335:	MUL 770 * 509 == 391930							; Instruction Result: 391930
336:	MUL 460 * 916 == 421360							; Instruction Result: 421360
337:	DISABLE							; Instruction Result: 0
338:	SKIP MUL 796 * 995 == 792020							; Instruction Result: 0
339:	DISABLE							; Instruction Result: 0
340:	SKIP MUL 65 * 3 == 195							; Instruction Result: 0
341:	SKIP MUL 862 * 120 == 103440							; Instruction Result: 0
342:	SKIP MUL 243 * 135 == 32805							; Instruction Result: 0
343:	ENABLE							; Instruction Result: 0
344:	MUL 117 * 795 == 93015							; Instruction Result: 93015
345:	MUL 427 * 900 == 384300							; Instruction Result: 384300
346:	MUL 277 * 54 == 14958							; Instruction Result: 14958
347:	MUL 398 * 993 == 395214							; Instruction Result: 395214
348:	MUL 314 * 397 == 124658							; Instruction Result: 124658
349:	MUL 452 * 25 == 11300							; Instruction Result: 11300
350:	MUL 71 * 963 == 68373							; Instruction Result: 68373
351:	MUL 53 * 54 == 2862							; Instruction Result: 2862
352:	MUL 708 * 894 == 632952							; Instruction Result: 632952
353:	MUL 320 * 139 == 44480							; Instruction Result: 44480
354:	MUL 69 * 189 == 13041							; Instruction Result: 13041
355:	DISABLE							; Instruction Result: 0
356:	SKIP MUL 906 * 936 == 848016							; Instruction Result: 0
357:	SKIP MUL 259 * 584 == 151256							; Instruction Result: 0
358:	SKIP MUL 708 * 571 == 404268							; Instruction Result: 0
359:	SKIP MUL 50 * 750 == 37500							; Instruction Result: 0
360:	SKIP MUL 489 * 557 == 272373							; Instruction Result: 0
361:	SKIP MUL 93 * 641 == 59613							; Instruction Result: 0
362:	SKIP MUL 184 * 380 == 69920							; Instruction Result: 0
363:	SKIP MUL 963 * 754 == 726102							; Instruction Result: 0
364:	SKIP MUL 631 * 979 == 617749							; Instruction Result: 0
365:	SKIP MUL 641 * 426 == 273066							; Instruction Result: 0
366:	SKIP MUL 13 * 213 == 2769							; Instruction Result: 0
367:	SKIP MUL 341 * 702 == 239382							; Instruction Result: 0
368:	SKIP MUL 234 * 773 == 180882							; Instruction Result: 0
369:	SKIP MUL 602 * 524 == 315448							; Instruction Result: 0
370:	SKIP MUL 169 * 662 == 111878							; Instruction Result: 0
371:	SKIP MUL 6 * 518 == 3108							; Instruction Result: 0
372:	SKIP MUL 2 * 142 == 284							; Instruction Result: 0
373:	SKIP MUL 12 * 883 == 10596							; Instruction Result: 0
374:	ENABLE							; Instruction Result: 0
375:	MUL 184 * 329 == 60536							; Instruction Result: 60536
376:	MUL 691 * 847 == 585277							; Instruction Result: 585277
377:	MUL 334 * 849 == 283566							; Instruction Result: 283566
378:	MUL 566 * 562 == 318092							; Instruction Result: 318092
379:	MUL 912 * 145 == 132240							; Instruction Result: 132240
380:	MUL 218 * 373 == 81314							; Instruction Result: 81314
381:	MUL 220 * 659 == 144980							; Instruction Result: 144980
382:	MUL 65 * 632 == 41080							; Instruction Result: 41080
383:	MUL 335 * 517 == 173195							; Instruction Result: 173195
384:	MUL 989 * 445 == 440105							; Instruction Result: 440105
385:	MUL 722 * 70 == 50540							; Instruction Result: 50540
386:	MUL 488 * 411 == 200568							; Instruction Result: 200568
387:	MUL 202 * 583 == 117766							; Instruction Result: 117766
388:	ENABLE							; Instruction Result: 0
389:	MUL 91 * 163 == 14833							; Instruction Result: 14833
390:	MUL 415 * 153 == 63495							; Instruction Result: 63495
391:	MUL 910 * 831 == 756210							; Instruction Result: 756210
392:	ENABLE							; Instruction Result: 0
393:	MUL 854 * 168 == 143472							; Instruction Result: 143472
394:	MUL 544 * 146 == 79424							; Instruction Result: 79424
395:	MUL 791 * 713 == 563983							; Instruction Result: 563983
396:	MUL 722 * 357 == 257754							; Instruction Result: 257754
397:	MUL 571 * 996 == 568716							; Instruction Result: 568716
398:	MUL 674 * 399 == 268926							; Instruction Result: 268926
399:	MUL 364 * 273 == 99372							; Instruction Result: 99372
400:	MUL 842 * 237 == 199554							; Instruction Result: 199554
401:	MUL 386 * 938 == 362068							; Instruction Result: 362068
402:	MUL 795 * 812 == 645540							; Instruction Result: 645540
403:	MUL 336 * 266 == 89376							; Instruction Result: 89376
404:	MUL 301 * 465 == 139965							; Instruction Result: 139965
405:	MUL 916 * 535 == 490060							; Instruction Result: 490060
406:	MUL 195 * 161 == 31395							; Instruction Result: 31395
407:	MUL 850 * 131 == 111350							; Instruction Result: 111350
408:	MUL 564 * 805 == 454020							; Instruction Result: 454020
409:	MUL 450 * 574 == 258300							; Instruction Result: 258300
410:	MUL 811 * 64 == 51904							; Instruction Result: 51904
411:	MUL 626 * 402 == 251652							; Instruction Result: 251652
412:	DISABLE							; Instruction Result: 0
413:	SKIP MUL 991 * 61 == 60451							; Instruction Result: 0
414:	SKIP MUL 573 * 326 == 186798							; Instruction Result: 0
415:	SKIP MUL 214 * 536 == 114704							; Instruction Result: 0
416:	SKIP MUL 250 * 791 == 197750							; Instruction Result: 0
417:	ENABLE							; Instruction Result: 0
418:	MUL 402 * 879 == 353358							; Instruction Result: 353358
419:	MUL 411 * 599 == 246189							; Instruction Result: 246189
420:	DISABLE							; Instruction Result: 0
421:	SKIP MUL 208 * 89 == 18512							; Instruction Result: 0
422:	ENABLE							; Instruction Result: 0
423:	MUL 201 * 648 == 130248							; Instruction Result: 130248
424:	MUL 309 * 958 == 296022							; Instruction Result: 296022
425:	MUL 5 * 81 == 405							; Instruction Result: 405
426:	MUL 745 * 240 == 178800							; Instruction Result: 178800
427:	MUL 993 * 109 == 108237							; Instruction Result: 108237
428:	MUL 204 * 611 == 124644							; Instruction Result: 124644
429:	MUL 461 * 547 == 252167							; Instruction Result: 252167
430:	MUL 490 * 704 == 344960							; Instruction Result: 344960
431:	MUL 531 * 461 == 244791							; Instruction Result: 244791
432:	MUL 781 * 760 == 593560							; Instruction Result: 593560
433:	MUL 551 * 640 == 352640							; Instruction Result: 352640
434:	MUL 248 * 785 == 194680							; Instruction Result: 194680
435:	MUL 175 * 52 == 9100							; Instruction Result: 9100
436:	MUL 240 * 385 == 92400							; Instruction Result: 92400
437:	MUL 844 * 722 == 609368							; Instruction Result: 609368
438:	MUL 795 * 956 == 760020							; Instruction Result: 760020
439:	MUL 845 * 908 == 767260							; Instruction Result: 767260
440:	ENABLE							; Instruction Result: 0
441:	MUL 350 * 941 == 329350							; Instruction Result: 329350
442:	MUL 310 * 446 == 138260							; Instruction Result: 138260
443:	DISABLE							; Instruction Result: 0
444:	SKIP MUL 714 * 32 == 22848							; Instruction Result: 0
445:	DISABLE							; Instruction Result: 0
446:	SKIP MUL 525 * 322 == 169050							; Instruction Result: 0
447:	DISABLE							; Instruction Result: 0
448:	SKIP MUL 940 * 743 == 698420							; Instruction Result: 0
449:	SKIP MUL 569 * 393 == 223617							; Instruction Result: 0
450:	SKIP MUL 37 * 545 == 20165							; Instruction Result: 0
451:	ENABLE							; Instruction Result: 0
452:	MUL 596 * 354 == 210984							; Instruction Result: 210984
453:	MUL 410 * 299 == 122590							; Instruction Result: 122590
454:	MUL 953 * 745 == 709985							; Instruction Result: 709985
455:	MUL 732 * 334 == 244488							; Instruction Result: 244488
456:	MUL 751 * 328 == 246328							; Instruction Result: 246328
457:	MUL 191 * 153 == 29223							; Instruction Result: 29223
458:	MUL 595 * 904 == 537880							; Instruction Result: 537880
459:	DISABLE							; Instruction Result: 0
460:	SKIP MUL 952 * 727 == 692104							; Instruction Result: 0
461:	SKIP MUL 471 * 971 == 457341							; Instruction Result: 0
462:	ENABLE							; Instruction Result: 0
463:	MUL 85 * 927 == 78795							; Instruction Result: 78795
